,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
227,A-715940,Source2,3,2022-02-09 17:09:42,2022-02-09 17:38:42,38.659184,-90.44828,38.7267,-90.32788,0.0,Left lane blocked due to crash on I-270 Northbound after Ladue Rd.,I-270,St Louis,MO,63141,US,US/Central,KSTL,2022-02-09 16:51:00,48.0,44.0,66.0,29.25,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
228,A-719584,Source2,2,2022-02-07 08:32:23,2022-02-07 09:17:09,38.67453,-90.46991,38.7267,-90.32788,0.0,Crash on Mason Rd at Executive Parkway Dr.,N Mason Rd,St Louis,MO,63141,US,US/Central,KSTL,2022-02-07 08:51:00,25.0,18.0,78.0,29.66,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
229,A-719709,Source2,2,2022-02-07 08:55:35,2022-02-07 09:56:37,38.69521,-90.37439,38.7267,-90.32788,0.0,Crash on Flora Ave at Huntington Ave.,Flora Ave,St Louis,MO,63114-3533,US,US/Central,KSTL,2022-02-07 08:51:00,25.0,18.0,78.0,29.66,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
230,A-721579,Source3,3,2022-02-04 13:26:13,2022-02-04 14:10:35,38.71677,-90.297485,38.7267,-90.32788,0.0,Two lanes blocked due to accident on I-70 Westbound near Exit 241A Stanwood Dr.,I-70,St Louis,MO,63121,US,US/Central,KSTL,2022-02-04 13:51:00,26.0,16.0,71.0,29.73,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
231,A-722532,Source2,3,2022-02-04 05:22:47,2022-02-04 06:06:45,38.629985999999995,-90.186066,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-44 Eastbound at Washington Ave.,I-44,St Louis (City),MO,63102,US,US/Central,KCPS,2022-02-04 04:53:00,14.0,3.0,77.0,29.97,10.0,N,8.0,0.0,Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,
232,A-723033,Source2,3,2022-02-03 17:36:51,2022-02-03 18:23:09,38.605736,-90.307419,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-44 Eastbound at Exit 284A Jamieson Ave.,I-44,St Louis (City),MO,63139,US,US/Central,KCPS,2022-02-03 17:53:00,20.0,5.0,85.0,29.88,4.0,N,17.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
233,A-723106,Source2,3,2022-02-03 17:12:58,2022-02-03 17:42:47,38.480778,-90.359756,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-55 Southbound after Exit 195 Butler Hill Rd.,I-55,St Louis,MO,63128,US,US/Central,KCPS,2022-02-03 16:53:00,20.0,5.0,85.0,29.86,4.0,N,17.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
234,A-723107,Source2,3,2022-02-03 16:58:34,2022-02-03 17:43:59,38.72794,-90.328857,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-70 Westbound before I-170.,I-70,St Louis,MO,63134,US,US/Central,KSTL,2022-02-03 16:51:00,20.0,7.0,92.0,29.65,1.0,N,13.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
235,A-723233,Source2,3,2022-02-03 16:01:49,2022-02-03 16:31:35,38.487728,-90.354103,38.7267,-90.32788,0.0,Two lanes blocked and right hand shoulder blocked due to accident on I-55 Southbound before Exit 195 Butler Hill Rd.,I-55,St Louis,MO,63128,US,US/Central,KCPS,2022-02-03 15:53:00,20.0,6.0,85.0,29.86,1.0,N,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
236,A-723234,Source2,3,2022-02-03 15:42:33,2022-02-03 16:27:21,38.638659999999994,-90.476929,38.7267,-90.32788,0.0,Three lanes blocked due to accident on I-64 Westbound before Exit 24 Mason Rd.,US-40,St Louis,MO,63141,US,US/Central,KSTL,2022-02-03 15:37:00,19.0,6.0,92.0,29.63,2.0,N,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
237,A-723254,Source2,3,2022-02-03 15:56:11,2022-02-03 16:41:16,38.77063,-90.235794,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-270 Eastbound at Exit 31A MO-367 Lewis And Clark Blvd.,I-270,St Louis,MO,63137,US,US/Central,KSTL,2022-02-03 15:51:00,20.0,7.0,89.0,29.64,2.0,N,14.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
238,A-724425,Source2,4,2022-02-02 05:54:29,2022-02-02 06:52:31,38.638259999999995,-90.446968,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-64 Eastbound at Exit 25 I-270.,I-64,St Louis,MO,63131,US,US/Central,KSTL,2022-02-02 05:51:00,25.0,12.0,100.0,29.41,1.0,N,17.0,0.07,Snow and Sleet,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
239,A-724457,Source2,3,2022-02-02 20:26:53,2022-02-02 20:56:23,38.770943,-90.267738,38.7267,-90.32788,0.0,Right lane closed due to accident on I-270 Westbound after New Halls Ferry Rd.,I-270,St Louis,MO,63136,US,US/Central,KSTL,2022-02-02 20:34:00,19.0,7.0,85.0,29.64,9.0,N,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
240,A-724645,Source2,3,2022-02-02 20:04:10,2022-02-02 20:32:36,38.635513,-90.417458,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-64 Westbound at Spoede Rd.,US-61,St Louis,MO,63131,US,US/Central,KSTL,2022-02-02 19:51:00,19.0,8.0,88.0,29.63,9.0,N,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
241,A-724920,Source2,3,2022-02-02 18:29:08,2022-02-02 18:59:05,38.614277,-90.226784,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-44 Westbound after Jefferson Ave.,I-44,St Louis (City),MO,63104,US,US/Central,KCPS,2022-02-02 18:53:00,20.0,6.0,85.0,29.84,10.0,N,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
242,A-726753,Source2,2,2022-02-01 06:44:55,2022-02-01 07:30:00,38.500549,-90.340538,38.7267,-90.32788,0.0,Right hand shoulder blocked due to accident on I-55 Northbound before Exit 196 / I-255 .,I-55,St Louis,MO,63129,US,US/Central,KCPS,2022-02-01 06:53:00,39.0,34.0,70.0,29.51,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
243,A-729643,Source2,3,2022-01-30 08:07:11,2022-01-30 08:35:59,38.68293,-90.236893,38.7267,-90.32788,0.0,Two lanes blocked due to accident on I-70 Westbound before Exit 245A / Shreve Ave.,I-70,St Louis (City),MO,63115,US,US/Central,KSTL,2022-01-30 07:51:00,29.0,18.0,69.0,29.34,10.0,NW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
244,A-731024,Source2,2,2022-01-28 09:10:31,2022-01-28 09:56:00,38.525496999999994,-90.398209,38.7267,-90.32788,0.0,Right lane blocked due to accident on MO-30 Gravois Rd Westbound before I-270 Exit 3 .,Gravois Rd,St Louis,MO,63127,US,US/Central,KCPS,2022-01-28 09:22:00,27.0,16.0,69.0,29.87,10.0,NW,14.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,
245,A-731650,Source3,3,2022-01-27 21:50:23,2022-01-27 22:35:06,38.65514,-90.448021,38.7267,-90.32788,0.0,Left lane closed due to accident on I-270 Southbound after Exit 13 MO-AB.,I-270,St Louis,MO,63141,US,US/Central,KSTL,2022-01-27 21:51:00,33.0,27.0,75.0,29.61,10.0,WNW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
246,A-733240,Source2,3,2022-01-26 20:06:10,2022-01-26 21:08:30,38.631695,-90.286102,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-64 Westbound before Exit 34B Oakland Ave.,US-40,St Louis (City),MO,63110,US,US/Central,KCPS,2022-01-26 19:53:00,20.0,20.0,52.0,29.92,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
247,A-733258,Source2,3,2022-01-26 19:24:52,2022-01-26 19:54:13,38.697838,-90.450569,38.7267,-90.32788,0.0,Left lane closed due to accident on I-270 Northbound after MO-364.,I-270,St Louis,MO,63146,US,US/Central,KSTL,2022-01-26 19:51:00,23.0,13.0,46.0,29.68,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
248,A-734003,Source2,3,2022-01-26 09:22:05,2022-01-26 09:51:31,38.61879,-90.185997,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-64 Eastbound at I-44 Exits 291A.,US-40,St Louis (City),MO,63102,US,US/Central,KCPS,2022-01-26 09:53:00,11.0,11.0,56.0,30.12,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
249,A-735293,Source2,3,2022-01-25 09:40:16,2022-01-25 10:24:42,38.607895,-90.21299,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-44 Westbound before 7th St .,I-55,St Louis (City),MO,63104,US,US/Central,KCPS,2022-01-25 09:53:00,17.0,5.0,62.0,29.92,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
250,A-739282,Source2,3,2022-01-21 15:56:29,2022-01-21 16:41:09,38.6357,-90.418243,38.7267,-90.32788,0.0,Right lane closed due to accident on I-64 Westbound at Exit 27 Forty Dr.,US-61,St Louis,MO,63131,US,US/Central,KSTL,2022-01-21 15:51:00,26.0,26.0,49.0,29.82,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
251,A-740959,Source2,3,2022-01-20 11:25:41,2022-01-20 11:55:16,38.767136,-90.182487,38.7267,-90.32788,0.0,Left lane blocked due to accident on I-270 Eastbound at Exit 34 / MO-H / Riverview Dr.,I-270,St Louis (City),MO,63138,US,US/Central,KSTL,2022-01-20 11:51:00,17.0,4.0,56.0,29.94,10.0,NNW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
252,A-743353,Source2,3,2022-01-18 06:54:28,2022-01-18 07:53:46,38.610283,-90.210541,38.7267,-90.32788,0.0,Lane blocked due to accident on I-44 Westbound near I-55 Exits 207a.,I-55,St Louis (City),MO,63104,US,US/Central,KCPS,2022-01-18 06:53:00,30.0,22.0,85.0,29.56,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
253,A-745139,Source2,3,2022-01-17 09:50:56,2022-01-17 10:20:05,38.693401,-90.259933,38.7267,-90.32788,0.0,Two lanes blocked due to accident on I-70 Westbound before Riverview Blvd.,I-70,St Louis (City),MO,63120,US,US/Central,KSTL,2022-01-17 09:51:00,32.0,22.0,79.0,29.32,10.0,WNW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
254,A-745461,Source2,2,2022-01-17 06:54:09,2022-01-17 07:56:58,38.720894,-90.305992,38.7267,-90.32788,0.0,Right hand shoulder blocked due to accident on I-70 Westbound at Florissant Rd.,I-70,St Louis,MO,63121,US,US/Central,KSTL,2022-01-17 06:51:00,33.0,25.0,75.0,29.27,10.0,NW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,
255,A-746259,Source2,3,2022-01-15 08:13:38,2022-01-15 08:43:07,38.479603,-90.360718,38.7267,-90.32788,0.0,Two lanes blocked due to accident on I-55 Southbound after Exit 195 / Butler Hill Rd.,I-55,St Louis,MO,63128,US,US/Central,KCPS,2022-01-15 07:53:00,33.0,25.0,96.0,29.7,1.0,ENE,9.0,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
256,A-746630,Source2,3,2022-01-15 09:13:19,2022-01-15 09:42:48,38.530766,-90.313866,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-55 Southbound after Exit 199 / Reavis Barracks Rd.,I-55,St Louis,MO,63123,US,US/Central,KCPS,2022-01-15 08:53:00,33.0,25.0,96.0,29.71,0.75,ENE,10.0,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
257,A-748511,Source2,2,2022-01-13 11:51:36,2022-01-13 12:21:12,38.55098,-90.329597,38.7267,-90.32788,0.0,Accident on MO-30 Gravois Rd at Gravois Rd.,New Hampshire Ave,St Louis,MO,63123-3247,US,US/Central,KCPS,2022-01-13 10:53:00,44.0,40.0,71.0,29.51,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
258,A-748565,Source2,3,2022-01-13 10:48:55,2022-01-13 11:32:16,38.630966,-90.251732,38.7267,-90.32788,0.0,Right lane blocked due to accident on I-64 Eastbound at Exit 36B Vandeventer Ave.,I-64,St Louis (City),MO,63110,US,US/Central,KCPS,2022-01-13 10:53:00,44.0,40.0,71.0,29.51,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
259,A-750003,Source2,2,2022-01-12 08:52:03,2022-01-12 09:21:45,38.593861,-90.326683,38.7267,-90.32788,0.0,Accident on Shrewsbury Ave at Sutherland Ave.,Sutherland Ave,St Louis,MO,63119,US,US/Central,KCPS,2022-01-12 08:53:00,43.0,40.0,49.0,29.68,10.0,SW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,,,,
260,A-750173,Source2,3,2022-01-12 06:43:07,2022-01-12 07:12:18,38.503409999999995,-90.337891,38.7267,-90.32788,0.0,Center lane blocked due to accident on I-255 Westbound at Exit 1A / I-55 .,I-255,St Louis,MO,63129,US,US/Central,KCPS,2022-01-12 06:53:00,41.0,41.0,51.0,29.68,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
261,A-750513,Source2,2,2022-01-12 06:41:45,2022-01-12 07:11:08,38.499649,-90.312988,38.7267,-90.32788,0.0,Accident on I-255 Westbound before US-50 Lindbergh Blvd.,US-50,St Louis,MO,63129,US,US/Central,KCPS,2022-01-12 06:53:00,41.0,41.0,51.0,29.68,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
262,A-753000,Source2,2,2022-01-10 06:51:48,2022-01-10 07:21:16,38.58586500000001,-90.226906,38.7267,-90.32788,0.0,Restrictions due to accident on Jefferson Ave both ways at MO-366 Chippewa St.,S Broadway,St Louis (City),MO,63118,US,US/Central,KCPS,2022-01-10 06:53:00,17.0,9.0,77.0,30.11,10.0,S,6.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,True,False,,,,
263,A-753905,Source2,3,2022-01-08 09:23:14,2022-01-08 09:52:20,38.676029,-90.449509,38.7267,-90.32788,0.0,Two lanes blocked due to accident on I-270 Northbound after Exit 14 / MO-340 Olive Blvd.,I-270,St Louis,MO,63146,US,US/Central,KSTL,2022-01-08 09:32:00,28.0,17.0,66.0,29.46,8.0,S,13.0,0.0,Light Freezing Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
264,A-754078,Source2,3,2022-01-05 09:28:48,2022-01-05 10:14:27,38.62888,-90.18589,38.7267,-90.32788,0.0,Right lane closed due to accident on I-44 Eastbound at Washington Ave.,I-44,St Louis (City),MO,63102,US,US/Central,KCPS,2022-01-05 09:53:00,27.0,15.0,56.0,29.58,10.0,W,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
265,A-3465520,Source1,2,2016-10-30 03:31:51,2016-10-30 09:31:51,38.72413,-90.33155,38.7267,-90.32788,0.266,Ramp to Exit 7A - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2016-10-30 03:51:00,68.0,15.0,61.0,29.99,10.0,SW,9.2,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
266,A-3470331,Source1,3,2016-11-14 18:22:44,2016-11-15 00:22:44,38.72413,-90.33155,38.73471,-90.33197,0.731,At I-70/Exit 7 - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2016-11-14 18:51:00,62.1,15.0,62.0,29.93,10.0,Calm,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
267,A-3485077,Source1,2,2016-10-19 07:53:09,2016-10-19 13:53:09,38.72413,-90.33155,38.7267,-90.32788,0.266,Ramp to Exit 7A - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2016-10-19 07:51:00,66.0,15.0,56.0,30.01,10.0,NE,4.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
268,A-3489354,Source1,3,2016-08-12 16:57:43,2016-08-12 22:57:43,38.72413,-90.33155,38.73471,-90.33197,0.731,At I-70/Exit 7 - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2016-08-12 16:51:00,91.9,15.0,54.0,29.71,10.0,SSE,12.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
269,A-3581917,Source1,3,2017-03-20 17:18:01,2017-03-20 23:18:01,38.72413,-90.33155,38.738507,-90.334208,1.004,Between I-70/Exit 7 and Scudder Rd/Hanley Rd/Exit 8 - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2017-03-20 16:51:00,84.9,15.0,38.0,29.84,10.0,NW,10.4,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
270,A-3583494,Source1,2,2017-03-24 19:59:16,2017-03-25 01:59:16,38.72413,-90.33155,38.7267,-90.32788,0.266,Ramp to Exit 7A - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2017-03-24 19:51:00,73.0,15.0,51.0,29.96,10.0,SSE,12.7,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
271,A-3601776,Source1,3,2017-04-21 17:27:30,2017-04-21 23:27:30,38.72413,-90.33155,38.73471,-90.33197,0.731,At I-70/Exit 7 - Accident.,I-170,St Louis,MO,63134,US,US/Central,KSTL,2017-04-21 17:51:00,54.0,15.0,75.0,30.03,8.0,Calm,12.7,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
272,A-3706910,Source1,2,2022-10-06 16:38:37,2022-10-06 17:53:38,38.635209,-90.186184,38.619593,-90.190036,1.099,Incident on I-44 near CARR ST Road closed. Take alternate route.,I-44,St Louis (City),MO,63101,US,US/Central,KCPS,2022-10-06 16:53:00,78.0,78.0,42.0,29.61,10.0,NNW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
273,A-3707637,Source1,2,2022-02-25 07:11:37,2022-02-25 08:46:38,38.691477,-90.257736,38.700431,-90.263671,0.6970000000000001,Incident on I-70 near UNION BLVD Drive with caution.,I-70,St Louis (City),MO,63120,US,US/Central,KSTL,2022-02-25 06:51:00,22.0,13.0,78.0,29.79,9.0,WNW,8.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
274,A-3708843,Source1,2,2022-11-12 09:12:30,2022-11-12 10:38:00,38.61236215,-90.21531701,38.61115215,-90.20387701,0.623,Stationary traffic on I-44 E from exit [290A] to Park Ave exit [290C] due to accident.,I-44,St Louis (City),MO,63104,US,US/Central,KCPS,2022-11-12 08:53:00,31.0,20.0,67.0,29.7,10.0,NNW,16.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
275,A-3717493,Source1,2,2022-12-17 19:01:49,2022-12-17 20:16:50,38.62952828,-90.33045888,38.62900828,-90.31918888,0.609,Incident on I-64 near CLAYTONIA TER Drive with caution.,US-40,St Louis,MO,63117,US,US/Central,KSTL,2022-12-17 18:51:00,30.0,20.0,54.0,29.39,10.0,W,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
276,A-3719051,Source1,2,2022-09-09 15:43:19,2022-09-09 16:58:20,38.68965268,-90.25394082,38.63616268,-90.18617082,5.199,Incident on I-70 near ANGELICA ST Drive with caution.,I-70,St Louis (City),MO,63120,US,US/Central,KSTL,2022-09-09 15:51:00,84.0,20.0,34.0,29.23,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
277,A-3720886,Source1,2,2022-02-17 12:04:32,2022-02-17 13:39:33,38.50689768772837,-90.348826646374,38.50280768772837,-90.333486646374,0.8759999999999999,Incident on I-270 near GIST RD Drive with caution.,1A,St Louis,MO,63128,US,US/Central,KCPS,2022-02-17 12:00:00,33.0,22.0,92.0,29.39,5.0,N,18.0,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
278,A-3721923,Source1,2,2022-05-13 08:10:30,2022-05-13 09:25:31,38.578976,-90.227977,38.586362,-90.215756,0.8340000000000001,Incident on I-55 near BROADWAY Drive with caution.,I-55,St Louis (City),MO,63111,US,US/Central,KCPS,2022-05-13 07:53:00,73.0,73.0,61.0,29.5,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
279,A-3723961,Source1,2,2022-09-19 10:46:21.000000000,2022-09-19 12:01:22.000000000,38.770648,-90.244275,38.77059600000001,-90.229763,0.782,Incident on I-270 near MO-367 Drive with caution.,I-270,St Louis,MO,63136,US,US/Central,KSTL,2022-09-19 10:51:00,84.0,84.0,61.0,29.34,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
280,A-3723962,Source1,2,2022-06-22 17:25:39.000000000,2022-06-22 18:40:40.000000000,38.770643,-90.243148,38.7706,-90.230244,0.695,Incident on I-270 near MO-367 Drive with caution.,I-270,St Louis,MO,63136,US,US/Central,KSTL,2022-06-22 17:51:00,89.0,89.0,40.0,29.4,10.0,N,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
281,A-3724818,Source1,2,2022-06-08 00:41:30.000000000,2022-06-08 03:51:00.000000000,38.68716359,-90.24834037,38.68492359,-90.24342037,0.307,Stationary traffic on I-70 E from Union Blvd/Exit 244A (I-70) to N Kingshighway Blvd/Exit 244B (I-70) due to accident.,I-70,St Louis (City),MO,63115,US,US/Central,KSTL,2022-06-08 00:51:00,74.0,74.0,68.0,29.25,10.0,E,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
282,A-3725949,Source1,2,2022-12-15 19:43:31.000000000,2022-12-15 20:58:32.000000000,38.61414313,-90.22529483,38.61520313,-90.23243483,0.392,Incident on I-44 near NEBRASKA AVE Drive with caution.,I-44,St Louis (City),MO,63104,US,US/Central,KCPS,2022-12-15 19:53:00,35.0,29.0,64.0,29.38,10.0,WSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
283,A-3728508,Source1,2,2022-05-16 16:46:00.000000,2022-05-16 18:51:16.000000,38.653346,-90.349606,38.653309,-90.353796,0.226,Slow traffic from Maryland Ave / Gay Ave to Inner Belt N due to accident., Ladue Rd,St Louis,MO,63124,US,US/Central,KSTL,2022-05-16 16:51:00,83.0,83.0,26.0,29.28,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
284,A-3728530,Source1,2,2023-01-02 23:00:43.000000,2023-01-03 00:15:45.000000,38.504646,-90.342832,38.503408,-90.338753,0.237,Incident on I-270 near I-255 Drive with caution.,I-270,St Louis,MO,63128,US,US/Central,KCPS,2023-01-02 22:53:00,61.0,61.0,93.0,29.31,5.0,SSE,9.0,0.01,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
285,A-3728531,Source1,2,2022-02-10 07:59:31.000000,2022-02-10 09:14:31.000000,38.50689768772837,-90.348826646374,38.50280768772837,-90.333486646374,0.8759999999999999,Incident on I-270 near I-255 Drive with caution.,1A,St Louis,MO,63128,US,US/Central,KCPS,2022-02-10 07:53:00,33.0,28.0,75.0,29.64,10.0,W,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
286,A-3730899,Source1,2,2022-12-30 05:49:45,2022-12-30 07:04:45,38.466883,-90.356304,38.46451,-90.357334,0.173,Incident on US-67 near SOUTHCREST WAY Road closed. Take alternate route., Jedmed Ct,St Louis,MO,63129-2221,US,US/Central,KCPS,2022-12-30 05:53:00,52.0,52.0,69.0,29.56,10.0,WNW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
287,A-3731377,Source1,2,2023-01-06 16:56:33,2023-01-06 18:11:34,38.614087,-90.197024,38.613963,-90.197422,0.023,Incident on I-44 near S 7TH BLVD Expect delays.,I-55,St Louis (City),MO,63104,US,US/Central,KCPS,2023-01-06 16:53:00,44.0,44.0,51.0,29.74,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
288,A-3731378,Source1,2,2022-11-01 21:51:10,2022-11-01 23:06:11,38.614992,-90.194383,38.614555,-90.19566,0.075,Incident on I-44 near BROADWAY Drive with caution.,I-55,St Louis (City),MO,63104,US,US/Central,KCPS,2023-01-06 16:53:00,44.0,44.0,51.0,29.74,10.0,SE,3.0,0.0,Fair,True,False,False,False,False,False,False,False,True,False,False,False,False,,,,
289,A-3731379,Source1,2,2022-04-23 16:56:57,2022-04-23 18:11:57,38.61600995045368,-90.1927649970522,38.61308995045368,-90.1999249970522,0.436,Incident on I-44 near S 7TH BLVD Expect delays.,I-55,St Louis (City),MO,63104,US,US/Central,KCPS,2022-04-23 16:53:00,84.0,84.0,38.0,29.37,10.0,SSE,16.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
290,A-3731858,Source1,2,2022-02-23 15:46:10,2022-02-23 17:01:10,38.542117,-90.420465,38.55263,-90.430556,0.908,Incident on I-270 near MO-30 Drive with caution.,I-270,St Louis,MO,63127,US,US/Central,KCPS,2022-02-23 15:53:00,21.0,9.0,71.0,30.03,3.0,N,12.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
291,A-3736179,Source1,2,2022-12-21 15:22:40.000000000,2022-12-21 17:27:42.000000000,38.599815,-90.315318,38.602304,-90.311427,0.272,Incident on I-44 near WABASH AVE Drive with caution.,I-44,St Louis (City),MO,63139,US,US/Central,KCPS,2022-12-21 14:53:00,38.0,33.0,68.0,29.74,8.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
292,A-3736970,Source1,2,2022-08-17 15:45:00.000000000,2022-08-17 17:01:11.000000000,38.675778,-90.206275,38.649242,-90.19209,1.987,Slow traffic on I-70 E from Adelaide Ave (Overpass) (I-70 Exp) to I-70 (Overpass) (I-70 Exp) due to accident.,I-70 Express Lane,St Louis (City),MO,63107,US,US/Central,KCPS,2022-08-17 15:53:00,81.0,81.0,49.0,29.6,10.0,NE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
